filename,format,file_path,size_kb,page_count,folder,extraction_coverage,extraction_method,year_confidence,drawing_mode,is_data_asset,info_value_hint,information_type,year,domain,scale,lifecycle,domain_candidates,asset_type,asset_type_candidates,short_summary,keywords,governance,confidentiality,confidentiality_reason,certainty,certainty_score,certainty_reason,age_warning,review_priority,action,review_reasons,authority,authority_reason,scope,scope_reason,urgency,urgency_reason,coverage,coverage_reason,accessibility,accessibility_reason,decision_priority_reason,_reasoning,llm_status,processed_at
BJM_transmittal_042.eml,EML,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/05_coordination/BJM_transmittal_042.eml,0,,05_coordination,headers + body excerpt,text,high,,No,Medium,Unknown,2025.0,Project Management,Neighborhood / District,Construction Administration,"Project Management, Administrative & Legal, Reference & Research",Document,"Document, Media, Data","A project transmittal email from April 2025 references issue P02 related to the coordination of electrical systems for the Amsterdam Bijlmermeer renewal project, highlighting unresolved scheduling conflicts.","transmittal, project management, issue P02, Amsterdam Bijlmermeer, urban renewal",Internal,Not Confidential,"Filename and content do not contain labels or signals indicating confidentiality, and it is an email transmittal.",High,90,"Folder path indicates urban renewal coordination at district scale, and filename tokens suggest a transmittal related to",,Low,Review confidentiality judgment,confidentiality signal conflict,Advisory,"The file is a transmittal email referencing coordination issues and unresolved conflicts, which are typically advisory unless explicitly mandated by project procedures.",Single Discipline,"The content specifically addresses electrical system coordination and scheduling conflicts within the project, affecting a particular system rather than the entire project.",Relevant,"The file pertains to ongoing coordination issues in April 2025, which are relevant for current decision-making in the construction administration phase, but not critical enough to stall work immediately.",Partial,"The document provides a specific communication about unresolved issues related to electrical coordination, but does not include detailed technical data or comprehensive project information.",Stated Conclusions,"The email clearly states the issue P02 and references coordination conflicts, making it understandable and actionable for project team members without requiring expert interpretation.","This file directly informs the decision on resolving electrical system scheduling conflicts, which is critical for maintaining project timelines and avoiding delays. Its specific mention of issue P02 and coordination status provides unique, project-specific context that generic sources cannot substitute. Reading it now ensures timely awareness and response during the construction administration phase, preventing potential project delays or rework.","Folder path indicates urban renewal coordination at district scale, and filename tokens suggest a transmittal related to project communication. Content references project codes, issue P02, and a 2025 date, supporting classification within project management and communication documentation. The file is a transmittal email, not a drawing or technical report, and the content confirms its role in project coordination.",,2026-09-16 15:01
BJM-SW-007_site_markup.png,PNG,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/04_site/BJM-SW-007_site_markup.png,252,,04_site,vision — VLM description,vision,high,,No,Medium,Unknown,2025.0,Civil & Infrastructure,Neighborhood / District,Design Development,"Civil & Infrastructure, Project Management",Media,"Media, Drawing, Data","Site walk record image shows annotations on pavement, drainage, and fencing issues, supporting site coordination and infrastructure planning decisions for the Amsterdam Bijlmermeer renewal. It documents site conditions and issues for construction or design refinement.","site markup, civil infrastructure, urban renewal, site issues, Amsterdam",Internal,Not Confidential,Filename and content do not indicate any confidentiality labels or sensitive information.,High,85,"Folder path indicates civil infrastructure scope within an urban renewal project, and filename tokens specify site marku",,Low,Auto-process,,,,,,,,,,,,,"Folder path indicates civil infrastructure scope within an urban renewal project, and filename tokens specify site markup. Content sample describes site walk issues and annotations, supporting civil and site planning decisions. The file is a visual site markup image from the construction or design development phase, focusing on site access and drainage. Year is derived from content date, and the asset type is a visual data asset for site coordination.",,2026-09-16 15:01
36_rfi_log.csv,CSV,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/05_governance/36_rfi_log.csv,0,,05_governance,extraction failed — TypeError,metadata,unknown,,Yes,Medium,Unknown,,Project Management,Neighborhood / District,Unknown,"Project Management, Administrative & Legal, Reference & Research",Data,Data,"Based on filename and folder analysis: The CSV file likely contains a log of RFIs related to procurement approval processes and construction scheduling within the Amsterdam Bijlmermeer urban renewal project, supporting project tracking and communication records.","RFI, log, governance, project management, urban renewal",Internal,Not Confidential,"Filename and folder context contain no labels or signals indicating confidentiality, and the file is a CSV log likely used for project tracking.",Medium,50,The filename '36_rfi_log.csv' and folder context indicate a structured log of RFIs related to governance and project man,,High,Auto-process,unknown lifecycle,Background,"The filename and folder context suggest it is a log of RFIs supporting project management documentation, not a binding regulation or constraint.",Single Discipline,"The RFI log likely pertains to specific project management processes, such as procurement or scheduling, affecting a particular aspect rather than the entire project.",Off-Phase,"The project is in 2026, and the file appears to be a historical or supporting record rather than addressing an active decision window in the 'Unknown' phase.",Partial,"Based on metadata, the file likely contains a log of RFIs but does not encompass the full scope of project decision documentation.",Expert Extractable,"The file's metadata indicates it is a CSV log, which requires domain expertise to interpret its relevance to ongoing design decisions, but no explicit conclusions are provided.","Assessment based on filename and classification only — no content extracted. This file documents RFIs related to project governance, which may influence procurement or scheduling decisions but does not directly inform specific design choices. Its relevance at the 'Unknown' phase is limited, as it is more of a project management record than a decision-critical document.","The filename '36_rfi_log.csv' and folder context indicate a structured log of RFIs related to governance and project management within the urban renewal case. The CSV format suggests tabular data, likely tracking communication or decision records. The folder path and filename tokens point to a project management domain, specifically an RFI log for governance purposes, with no explicit content available to specify a lifecycle or detailed scope.",,2026-09-16 15:01
BJM_rain_gardens.geojson,GEOJSON,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/02_landscape/BJM_rain_gardens.geojson,2,,02_landscape,.GEOJSON — text fallback,text,medium,,Yes,High,Unknown,2024.0,Landscape & Public Realm,Neighborhood / District,Design Development,"Landscape & Public Realm, Civil & Infrastructure, Environment & Climate",Data,"Data, Document, Drawing",GeoJSON polygons of proposed rain gardens in Amsterdam Bijlmermeer support landscape infrastructure planning and urban stormwater management decisions for the 2024–2029 project phase.,"rain gardens, geojson, landscape, urban renewal, Amsterdam, stormwater",Internal,Not Confidential,Filename and content do not indicate any confidentiality labels or sensitive information.,High,85,"Folder path indicates landscape and urban renewal focus, with filename tokens 'RAIN' and 'gardens' suggesting landscape",,Low,Auto-process,,Advisory,The file provides landscape GIS data supporting planning decisions but does not impose regulatory or physical constraints.,Single Discipline,It specifically informs landscape infrastructure planning and stormwater management within the urban renewal project.,Relevant,"The data supports ongoing design development activities related to rain garden placement and landscape planning, which are active in this phase.",Mostly Complete,"The GeoJSON contains proposed rain garden polygons with key properties, but notes that positions are illustrative and not survey-verified, indicating some gaps.",Expert Extractable,"The geojson format and technical properties require domain expertise to interpret and apply directly in design decisions, though the data is clearly structured.","This file directly informs the placement and design of rain gardens, a key component of stormwater management in the landscape plan. Its unique, project-specific polygons and annotations provide spatial context that generic sources cannot substitute. Given the current design development stage, reading this data now supports refining landscape infrastructure decisions before detailed design finalization, ensuring stormwater solutions are integrated effectively.","Folder path indicates landscape and urban renewal focus, with filename tokens 'RAIN' and 'gardens' suggesting landscape features. Content sample confirms geojson polygons for proposed rain gardens, supporting landscape infrastructure decisions. No explicit date found, but project context implies 2024–2029 timeframe, and content type aligns with landscape GIS data. Classification as landscape and public realm domain with a focus on landscape infrastructure is appropriate.",,2026-09-16 15:01
BJM-B27-TN-008_facade_options.pdf,PDF,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/03_reports/BJM-B27-TN-008_facade_options.pdf,2,1.0,03_reports,1/1 pages · 1444 chars,text,high,,No,Medium,Unknown,2025.0,Architecture & Buildings,Plot / Block,Design Development,"Architecture & Buildings, Structural Engineering, Project Management",Document,"Document, Data, Drawing","Facade refurbishment technical note compares insulation types (e.g., mineral wool vs. polystyrene) and ventilated panel options (e.g., aluminum composite vs. fiber cement) for Block B, providing specific criteria to inform the selection process during the design development phase.","facade, refurbishment, Block B, ventilated panel, insulated render",Internal,Not Confidential,Filename and content do not indicate any confidentiality labels or sensitive information.,High,90,"Folder path indicates urban renewal project in Amsterdam Bijlmermeer, with filename tokens 'BJM' and 'facade_options' su",,Low,Auto-process,,Advisory,"The document provides technical guidance and comparison criteria for facade options, which are best-practice recommendations rather than mandatory constraints.",Single Discipline,"It specifically addresses facade refurbishment options for Block B, influencing the architectural system selection within the project.",Relevant,"The file supports ongoing facade material decision-making during the design development phase, directly informing the upcoming review of facade options.",Mostly Complete,"The document covers key facade options, their technical considerations, and decision points, but lacks detailed specifications or regulatory compliance data.",Expert Extractable,The content includes technical comparisons and decision criteria requiring architectural expertise to interpret and apply effectively.,"This file directly informs the final facade material choice for Block B, providing specific technical comparisons that no generic source offers. Its timing is critical as the project approaches the facade material approval stage, making it essential for guiding the upcoming decision on insulation and panel systems during the design development phase.","Folder path indicates urban renewal project in Amsterdam Bijlmermeer, with filename tokens 'BJM' and 'facade_options' suggesting facade design. Content sample confirms facade refurbishment options for Block B, with technical details and decision points. The document is a technical note from the design development phase, supporting facade system selection.",,2026-09-16 15:01
BJM_programme.xlsx,XLSX,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/06_schedules/BJM_programme.xlsx,4,,06_schedules,all 1 sheet(s) — first 5 rows each,text,medium,,Yes,Medium,Unknown,,Project Management,Neighborhood / District,Construction Documents,"Project Management, Civil & Infrastructure, QS & Commercial",Data,"Data, Document","Excel schedule outlines activities like survey and setting out for the Amsterdam Bijlmermeer urban renewal project, supporting project management and scheduling decisions.","urban renewal, schedule, program, Amsterdam, project management",Internal,Not Confidential,Filename and content do not indicate any confidential or sensitive information.,Medium,70,"Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename 'BJM_programme.xlsx' suggesting a sched",,Low,Auto-process,,Advisory,"The file appears to be a project schedule supporting management decisions rather than a mandated regulation or physical constraint, thus it guides rather than enforces design changes.",Single Discipline,"The schedule specifically outlines activities related to survey and setting out, which primarily impact the survey and site coordination discipline.",Relevant,"The schedule directly informs ongoing survey and setting out activities in the current construction phase, making it useful for immediate coordination but not critical for final design decisions.",Partial,"The document covers specific activities within the project schedule but does not encompass the full scope of project design or all phases, focusing mainly on survey and setting out tasks.",Expert Extractable,"The schedule is structured with activity IDs and timelines, requiring project-specific knowledge to interpret its implications for site coordination and scheduling, but it is accessible to project team members familiar with project schedules.","This file directly addresses the timing and sequencing of survey and setting out activities, which are critical for site execution and coordination decisions. It provides specific start and finish weeks that no generic schedule can substitute, making it essential for current construction planning. The timing aligns with the ongoing construction documents phase, ensuring decisions are informed by up-to-date project timelines.","Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename 'BJM_programme.xlsx' suggesting a schedule or program document. Content sample shows a structured schedule for activities like survey and setting out, typical of project management phase. The classification aligns with a schedule or program document used in construction or urban renewal planning, supporting project management decisions.",,2026-09-16 15:01
BJM-SW-007_scanned_record.pdf,PDF,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/04_site/BJM-SW-007_scanned_record.pdf,311,1.0,04_site,extraction failed — 1 pages blank after OCR,text+ocr,unknown,single_page_drawing,No,Medium,Unknown,,Administrative & Legal,Non-spatial,Unknown,"Administrative & Legal, Project Management",Document,"Document, Archive, Data","Drawing-mode assessment: Low confidence assessment: Filename BJM-SW-007 suggests a scanned record related to the Amsterdam Bijlmermeer urban renewal project, specifically concerning legal compliance documentation for the 1980s redevelopment phase. It supports decisions regarding legal approval or project authorization.","Amsterdam, Bijlmermeer, urban renewal, scanned record, administrative",Internal,Not Confidential,Filename and folder context do not indicate any explicit confidentiality labels or sensitive content.,Low,30,"Filename indicates a scanned record with code BJM-SW-007, located in the site folder of the Amsterdam Bijlmermeer urban",,High,"Manual review (Filename indicates a scanned record with code BJM-SW-007, located in the site folder of the Amsterdam Bijlmermeer urban)","low certainty: Filename indicates a scanned record with code BJM-SW-007, located in the site folder of the Amsterdam Bijlmermeer urban, unknown lifecycle",Advisory,"The file appears to be a scanned administrative record supporting project management or legal compliance, not a statutory or regulatory mandate.",Whole Project,The document is located within the project folder and likely pertains to overarching legal or administrative aspects affecting the entire urban renewal effort.,Marginal,"As an archive record with no explicit content or immediate decision linkage, it does not currently influence active design decisions in the 'Unknown' phase.",Partial,"The file contains metadata and a brief summary indicating limited content, with extraction failure suggesting incomplete or minimal information.",Expert Extractable,The document's lack of explicit conclusions or detailed content means only domain experts with legal or administrative knowledge can interpret its relevance for decision-making.,"Assessment based on filename and classification only — no content extracted. This file likely supports legal or administrative compliance decisions, but without detailed content, it does not directly inform specific design choices. Its placement in the project folder suggests it is part of the project record but does not currently impact active design decisions in the 'Unknown' phase.","Filename indicates a scanned record with code BJM-SW-007, located in the site folder of the Amsterdam Bijlmermeer urban renewal project. Content extraction failed on most pages, and no explicit date was found, but folder context suggests it relates to the 2024–2029 project timeline. The file likely contains project documentation or administrative records supporting project management or legal compliance.",,2026-09-16 15:01
BJM-L-302_planting_schedule.csv,CSV,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/02_landscape/BJM-L-302_planting_schedule.csv,0,,02_landscape,extraction failed — TypeError,metadata,unknown,,Yes,Medium,Unknown,,Landscape & Public Realm,Neighborhood / District,Design Development,"Landscape & Public Realm, Civil & Infrastructure, Project Management",Data,"Data, Document, Archive",Based on filename and folder analysis: Filename analysis indicates a planting schedule CSV for landscape design in the Amsterdam Bijlmermeer renewal. It supports landscape planting timing and species selection decisions.,"planting_schedule, landscape, Amsterdam, urban renewal, CSV",Internal,Not Confidential,Filename and folder path contain no labels or signals indicating confidentiality.,Medium,60,Filename indicates a CSV file related to planting schedules within the landscape folder of an urban renewal project. The,,Low,Auto-process,,Advisory,"The filename and folder analysis suggest it is a landscape planning support document, providing recommendations rather than binding constraints.",Single Discipline,"The file pertains specifically to landscape planting schedules, affecting landscape design decisions without directly influencing other project disciplines.",Relevant,"The file's content supports ongoing landscape planning decisions in the design development phase, but it does not address immediate open decisions or critical constraints.",Partial,"Based on metadata, the file likely contains a schedule or list that supports planting timing and species selection but does not encompass the full scope of landscape design documentation.",Expert Extractable,The filename and metadata imply structured data supporting landscape decisions; a landscape architect or planner can interpret and utilize it without requiring technical expertise.,"Assessment based on filename and classification only — no content extracted. This file directly informs landscape planting timing and species selection decisions, providing project-specific scheduling data that no generic source can substitute. Its timely availability in the 'Design Development' phase ensures landscape plans can be refined and coordinated with other design elements before finalization.","Filename indicates a CSV file related to planting schedules within the landscape folder of an urban renewal project. The folder and filename suggest it is a structured data asset supporting landscape planning decisions, specifically planting timing and species selection for the Amsterdam Bijlmermeer renewal. No content extraction was possible, but metadata analysis confirms its role in landscape design coordination.",,2026-09-16 15:01
BJM_quantities.xlsx,XLSX,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/06_schedules/BJM_quantities.xlsx,4,,06_schedules,all 1 sheet(s) — first 5 rows each,text,unknown,,Yes,Medium,Unknown,,Civil & Infrastructure,Neighborhood / District,Construction Documents,"Civil & Infrastructure, Project Management, QS & Commercial",Data,"Data, Calculation, Archive","Excel file with project quantities and allowances for Amsterdam Bijlmermeer urban renewal, including detailed civil infrastructure cost estimates and scheduling parameters for foundation and roadworks.","quantities, urban renewal, civil infrastructure, Amsterdam, project management",Internal,Not Confidential,Filename and content do not indicate any confidentiality labels or sensitive information.,High,85,"Folder path indicates civil and infrastructure scope at urban district level, with synthetic project data suggesting a f",,Low,Auto-process,,Advisory,"The file contains project quantities and cost estimates that inform planning but do not impose legal or regulatory constraints, making it an advisory resource.",Single Discipline,"The content focuses specifically on civil infrastructure quantities and allowances, directly affecting civil engineering and cost estimation decisions within the project.",Relevant,"The file is in the detailed design phase, providing current data that supports ongoing civil scope decisions, but it is not critical for immediate decision-making to stall progress.",Mostly Complete,"The file includes detailed quantities and allowances for civil infrastructure elements, but it may lack comprehensive context or supplementary documentation for full scope understanding.",Expert Extractable,"The data is presented in tabular form with technical terminology; domain experts can interpret and utilize it directly, while non-specialists would require guidance.","This file directly supports civil infrastructure cost estimation and scheduling decisions, such as material quantities and allowances, which are critical for budgeting and planning at this stage. Its detailed project-specific data provides a level of precision that generic sources cannot match. Since the project is in the construction documentation phase, having accurate quantities now ensures alignment with design revisions and procurement planning, making it a timely and valuable resource.","Folder path indicates civil and infrastructure scope at urban district level, with synthetic project data suggesting a focus on quantities and scheduling. Content sample shows tabular data with project quantities, supporting civil infrastructure planning and cost estimation for the Amsterdam Bijlmermeer urban renewal. Filename tokens and folder structure reinforce civil and project management classification, with no explicit design or technical details present.",,2026-09-16 15:01
BJM-MEP-004_ventilation_note.txt,TXT,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/03_reports/BJM-MEP-004_ventilation_note.txt,0,,03_reports,full content (563 chars),text,high,,No,Medium,Unknown,2025.0,MEP - HVAC,Component / Room,Construction Documents,"MEP - HVAC, Project Management",Document,"Document, Data, Drawing","Ventilation coordination note from 2025 details riser routing and interface constraints for Core 02, supporting construction phase MEP system integration decisions.","ventilation, MEP, riser, coordination, Amsterdam, urban renewal",Internal,Not Confidential,"Filename and content do not contain any labels or signals indicating confidentiality, and the file is a technical note.",High,90,"Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename tokens 'BJM' and 'MEP' suggesting mecha",,Low,Auto-process,,Advisory,The file provides technical coordination notes and interface constraints that guide design decisions but do not impose mandatory requirements or regulations.,Single Discipline,"The content specifically addresses ventilation riser routing and interface constraints within Core 02, affecting a particular subsystem rather than the entire project.",Relevant,"The file is in the construction documents phase and directly supports ongoing MEP system coordination, making it useful now but not critical for immediate decision-making.",Partial,"The document covers specific ventilation routing and interface considerations for a particular core, but does not encompass the full scope of MEP or building systems.",Expert Extractable,"The technical content requires domain expertise to interpret and act upon, though the coordination notes are clearly presented for MEP engineers.","This file directly informs the routing and interface decisions for the ventilation risers in Core 02, a critical subsystem for MEP integration. It provides specific interface constraints and coordination points that are not available in generic references, making it essential for resolving potential conflicts during detailed design. The timing aligns with the construction documentation phase, where such coordination details are finalized and must be incorporated into the construction packages.","Folder path indicates urban renewal project in Amsterdam Zuidoost, with filename tokens 'BJM' and 'MEP' suggesting mechanical, electrical, and plumbing systems. Content sample describes ventilation coordination, referencing a 2025 date, and the note's technical nature aligns with construction documentation. The filename and content point to a technical report supporting MEP routing decisions during construction development.",,2026-09-16 15:01
BJM_snagging_walk.txt,TXT,demo_data/Amsterdam_Bijlmermeer_Urban_Renewal_Case/06_synthetic_expansion/04_site/BJM_snagging_walk.txt,0,,04_site,full content (419 chars),text,high,,No,Medium,Unknown,2025.0,Civil & Infrastructure,Neighborhood / District,Construction Administration,"Civil & Infrastructure, Project Management",Document,Document,"Snagging walk notes from May 2025 record site observations and incomplete tasks, supporting construction quality control and site management decisions for the Amsterdam Bijlmermeer urban renewal project.","snagging, urban renewal, site observations, construction, Amsterdam",Internal,Not Confidential,Content is project observation and snagging notes without sensitive or legal information.,High,90,"Folder path indicates civil and infrastructure scope at urban district level, with filename tokens 'BJM' and 'WALK' sugg",,Low,Auto-process,,Advisory,"The file contains snagging notes and site observations supporting construction quality control, which are typically advisory and can be overridden if necessary.",Single Discipline,"The content specifically relates to construction administration activities, focusing on site observations and snagging tasks, affecting a specific aspect of the project.",Relevant,"The snagging walk notes from May 2025 are directly relevant to ongoing construction quality control and site management decisions in 2026, making them useful now but not critical for immediate decision-making.",Partial,"The file documents specific snagging observations and incomplete tasks from a particular walk, but does not encompass the full scope of construction or project status.",Expert Extractable,The notes are written in technical language with specific site details; a project team member with construction knowledge can interpret and act on the information without needing a domain expert.,"This file directly informs construction quality control decisions, such as prioritizing snag repairs and site management actions. It provides detailed, site-specific observations that are not available from generic sources, making it valuable for immediate site decisions. The timing aligns with ongoing construction activities, so reviewing these notes now ensures timely resolution of outstanding snagging issues and supports smooth project progression.","Folder path indicates civil and infrastructure scope at urban district level, with filename tokens 'BJM' and 'WALK' suggesting site and pedestrian-related aspects. Content sample details snagging observations and dates in 2025, aligning with construction administration phase. The file documents snagging activities for urban renewal site, supporting construction quality control and site management decisions.",,2026-09-16 15:01
